#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
1739387954970,0.0010652645,0.0,-0.002130529,-0.14963761,9.5385,0.33997664
1739387954975,0.0010652645,0.0,-0.0010652645,-0.1364695,9.569624,0.33638534
1739387954980,0.0010652645,0.0,-0.0010652645,-0.1340753,9.572019,0.34715924
1739387954986,0.0010652645,0.0,-0.002130529,-0.1400608,9.543288,0.34117374
1739387954990,0.0010652645,0.0,-0.002130529,-0.1388637,9.554062,0.33758244
1739387954993,0.0010652645,0.0,-0.002130529,-0.12689269,9.562442,0.34596214
1739387954999,0.0010652645,0.0010652645,-0.002130529,-0.12569559,9.533711,0.36990416
1739387955005,0.0010652645,0.0,0.0,-0.142455,9.569624,0.33997664
1739387955010,0.0010652645,0.0,0.0,-0.1376666,9.591172,0.32680854
1739387955016,0.0,0.0,0.0,-0.1436521,9.580399,0.31004912
1739387955020,0.002130529,0.0,-0.002130529,-0.12569559,9.561244,0.34476504
1739387955023,0.002130529,0.0,-0.0010652645,-0.1340753,9.5971575,0.34237084
1739387955028,0.0031957934,0.0,0.0,-0.1376666,9.566033,0.33399114
1739387955030,0.0031957934,0.0,0.0,-0.1376666,9.566033,0.33399114
1739387955037,0.002130529,0.0010652645,-0.0010652645,-0.15203181,9.595961,0.34955344
1739387955039,0.002130529,0.0010652645,-0.0010652645,-0.15203181,9.595961,0.34955344
1739387955045,0.0010652645,0.0010652645,-0.0010652645,-0.14963761,9.598354,0.36032736
1739387955051,0.002130529,0.0,-0.0010652645,-0.14604631,9.570822,0.34237084
1739387955059,0.0,0.0010652645,-0.0010652645,-0.14724341,9.5732155,0.34715924
1739387955062,0.0,0.0,0.0,-0.15203181,9.629479,0.33518824
1739387955069,0.0,0.0010652645,0.0,-0.1412579,9.546879,0.34476504
1739387955074,0.0010652645,0.0010652645,-0.0010652645,-0.1436521,9.568427,0.34117374
1739387955079,0.0010652645,0.0010652645,-0.0010652645,-0.1436521,9.568427,0.34117374
1739387955086,-0.0010652645,0.0010652645,0.0010652645,-0.12210429,9.548077,0.34596214
1739387955093,0.0,-0.0010652645,0.0,-0.14963761,9.591172,0.33159694
1739387955098,0.0,-0.0010652645,0.0,-0.14963761,9.591172,0.33159694
1739387955104,0.0010652645,0.0,-0.0010652645,-0.1448492,9.561244,0.33399114
1739387955109,0.0,0.0,-0.0010652645,-0.15442601,9.592369,0.33039984
